index,Review
400,suka bngt sama nabati yg keju...anak sama suami jg doyan....kta anak q enaakkkk
401,nabati selalu di hati...nabati selalu di nikmati...nabati selalu di nanti...
402,"Cemilan yg sangat sangat n sangat enak,,,dri anak2 hingga dewasa pasti suka dengan cemilan Richeese Nabati,begitu jga anak2 sy kluarga hingga saudara begitu menyukainya karena rasa'a enak n gk bikin bosen,yg ada mlah nambah lagi lagi n lagi ������,,pkok'a cemilan yg no,1 ya Richeese Nabati���������"
403,Nabati cemilan paling toppppp... G ada duanya. Dirumah semuanya suka dari yang muda sampai yang tua  ������
404,nabati disukai banyak temen 2 aq
405,saya dapat kode ni kk didlm kmasan nabati lantas gmna lgi caranya kk spya dptin hadiahnya???
406,"Disukai semua umur, dari yang muda hingga yang tua,,, "
407,ok sip mantab pokonye top
408,Enak di mulut murah di kantong
409,saya membeli nabati Dan Dapet kodenya apa Kah bisa ditukar dengan smartphone
410,enak dimakan jd teman saat bersantai
411,Ena suka sekaliSeperti maunambah lagi
412,anak2 ku suka AQ pun suka top deh..
413,"Hi, saat ini program Nabati Meriah sudah berakhir dari tanggal 31 mei 2019, untuk kode unik yang kamu sudah miliki kamu bisa simpan dan pindai/scan di periode kedua Nabati Meriah,Yuk simak terus social media Nabati Indonesia untuk berbagai aktivitas seru selanjutnya"
414,aku bisa mendapatkan hadiah seperti mobil atau hp ...
415,"Dari dulu sampai sekarang tetap nabati.Btw min richoco yg rasa vanilla kok rada langka gitu ya ? Nyari di warung2 yg ada rasa keju,coklat,stroberi..."
416,nabati cemilan kesukaan anak gw
417,Oh nabati oh nabati enak rasanya renyah cocok di lidah o mzeee.pas deh di mulut
418,Si unyil g bs bobok tnpa ngemil Nabati coklat..... 
419,aku suka sekali nabati???
420,"Wafer Nabati wafer favorite keluarga saya,"
421,Suka banget sma wafer nabati..semua macamnya anak-anakku suka
422,Pilihan keluarga saya...Nabati chesee yg super enak dan nabati coklat yang super nikmat.
423,Suka banget Nabati apalagi yang Cheese Wafer-nya favorit semua anggota keluarga...
424,Suka bgt sama produk2 dari Nabati karena mengandung vitamin jdi aman dan baik buat dikonsumsi anak2
425,"Enak, bergizi, favorite semua umur, anak2 dan kelrg suka"
426,ini ada kode saya habis membeli di toko
427,"Anak saya suka banget nabati keju dan coklat, kmna aja pasti bawa bekel nabati buat ngemil"
428,anak saya sangat menyukai nabati...
429,Ini wafer favorit saya dan keluarga
430,Ehmmmm nikmat nyo krenyes2
431,"Rasanya enak, kejunya berasa, yang coklat juga berasa coklatnya. Semua anggota keluarga saya, dari opa, oma, sampai putri kecilku sangat menyukainya."
432,"Cemilan kesukan saya dan keluarga,apalagi pas lgi nonton enak mkan wafer nabati waeeenak"
433,Nabati selalu di hati.memberikan edukasi dan gizi buat anak indonesia
434,"Untuk sarapan, atau setiap saat nabati di hidangkan kapanpun waktunya terasa melengkapi.... rasanya pas, nikmat apalagi setelah adanya nabati combo, tetapi pendistribusiannya masih sangat jarang di daerah kami Ponorogo jawa timur...."
435,ia saya dapat undian dari anda
436,Nabati itu cemilan yang sehat dan enak
437,"Cemilan  enak...Renyah,asyik untuk santai,mudah dibawa ,TOP"
438,Rasanya lezaaaat..kami semua suka
439,"Wafer nabati itu kesukaan adikku,terkadang adikku slalu gak mau makan kalau tidak ada nabati.NABATI RICHESSE sukses slalu!"
440,"Sangat suka...!Hampir tiap hari makan nabati,Kemanapun, dimanapun, bawA nabati.Sukses selalu bersama #NabatiIndonesia"
441,nabati kesukaan ank sydn sy pun ska bngt 
442,camilan favorit dari zaman gadis..
443,saya suka dg nabati indonesia
444,0*85wyvk2m: nomer undian
445,Nabati wafer renyah dan enak.....nabati cemilan yg pas dinikmati kapan saja dan dimana saja....I love nabati....
446,"Wafer Richesse and Richocho Nabati disukai smua kalangan baik anak, yg muda maupun tua..rasanya yg enak, renyah, enak dan tidak bosan untuk memakannya.."
447,NABATI MEMANG  SELALU DI HATI
448,"Hi, wow jadikan selalu Nabati Meriah sebagai camilan kamu dan keluarga ya "
449,bonsoir nabati je besoin les biscuits chocolate  nabati je besoin de votre vrai l'adresse  Email pour qu'on puis vous contactes  s'il vous plait je fort  besoin  biscuits nabati
450,"Makanan kesukaan saya dan anak..  Cocok buat nemenin disaat santai bersama keluarga.. Rasanya juara,  enak banget.."
451,Renyah dan lezat bgt rasa wafernya..Favorit keluarga aku ya Nabati
452,anak saya dzikri usia 2tahun paling suka sama Nabati kejuu sama richeese Rolls  makan faling mudah di bawa saay berpergian dan buat cemilan di rumahh....
453,akan mendapatkan hadiah yang menarik
454,"Nabati itu...Cemilan favorit keluarga kami. Rasa keju, coklat n white nya cocok untuk semua suasana. Wafer nya renyah.. saya selalu sedia dirumah. Nga lupa juga bawa ditas setiap pergi. #NikmatiHarimu"
455,Rasa nya mantaap bikin mulut pengen ngemil truzz :<3
456,Anakku suka sekali ngemil ini
457,Rasanya Juuarrraaaaaaa..!!
458,"aq suka sekali yg kuning dan putih, tiap hari pasti beli"
459,selain enk dpt rejeki pula.......sehrsny ada no lgsg untuk contac kode ny biar enk
460,"Wafer',nya renyah gurih..enak d perut gampang dicari..jadi cemilan no.1 buat Keluargaku."
461,RASANYA TOP BANGET LOOH..
462,Cemilan sehat bergizi dsn bnyak d sukai dri ansk2 hingga orang dewasa
463,Enak banget kalo udah ngemil gak mau berhenti
464,"makanan nan lamak harago murah di makan basamo-samo,  jo kawan dusanak sadonyo... yes"
465,"Wafer nabati itu cemilan yg selalu menemani aku dan keluarga dimana saja, dirumah atau kemana saja slalu bawa wafer nabati di tas"
466,Nabati wafer yg coklat thebest bgt..sy suja bgt top dch wat nabati��
467,"Anak"" ak syuka bnget ama nabati"
468,"gimana z cara ikutan lomba kode nabati,??..trimakasih"
469,"Rasa kejunya benar2 terasa ... renyah banget.Nabati kesukaan keluargaku, ngumpul seru bareng keluarga ditemani wafer Nabati ... bikin makin lengkap deh moment bareng keluarga"
470,"Enak,isiny bnyk hrgny ny pas dikantong,"
471,"Saya dapat scan kode ,,,,,,,,,,,,,"
472,sukaaaaa banget sama rasaaa nyaa
473,wafer  kesukaan  keluarga  terlebih  lagi  anakku.....  recommended buat  seluruh  keluarga  Indonesia
474,Nabati weeenaakk sekalee
475,Mantab �
476,Ngemilnya tuh di sini... iya ngemil Richoco chocolate Nabati... R = Rasanya EunnnakkkkI   = Ini Cemilan Nikmat C = Cemilan KeluargaKu… Lihat selengkapnya
477,kok saya tidak bisa mendwonlot si kenapa y
478,SMARTPHONE.   DAN.    VIDIO.  GAME.
479,"nabati pink lava, muancap"
480,saya mendapatkan kode nabati ERT3P87*41
481,anak saya setiap hari jajannya selalu Nabati
482,Anakku sangat menyukainya..
483,gimana caranya mau scan bungkus nabati melalui FB gan ???
484,43#yXL920V dapat kode itu
485,"Nabati memberikan momen indah dan bahagia serta selalu memberikan warna -warni di setiap aktivitas harian keluargaku di manapun dan kapanpun kami berada.. Nabati enak, renyah, gurih dan sehat untuk kita semua"
486,"Wafer Nabati wafer yang d sukai keluarga kecil qu,,kalo setiap bagun TDR selalu beli nabati"
487,Nabati indonesia salah satu produk makanan terbaik
488,Nabati ueenak polllll.....
489,ingin mendapatkan leptop
490,"Suka bngett sama nabati indonesia, rasanya yg enak sertA bnyak variantnya,, �"
491,"Enak bangeeet buat camilan sehari""."
492,Semua kluaraga juga anakku pengemar nabati....kejunya itu loh yg bkin greget ...gk mau brenti untuk ngemilnya...mantap
493,Putri Qu bgitu menyukaih bila belom abis 2 bungkus belom berhenti makan.
494,tolong donk diperbaik aplikasinya saya sudah daftar sampai ke level propinsi dah ga bisa.
495,kesukaan anak q...bangun tidur pasti langsung nyari nabati
496,Apakah ini hoaks apa asli min
497,Ku slalu sedia richees dirumah.. enak bgt rasanya.. bikin ketagihan.. cemilan favoritku yaa richees nabati
498,Saya suka sekali sama Nabati Indonesia.
499,Anak sya suka bnget sma nabati
500,"Cemilan no 1,smua kalangan pasti suka.skali mencoba pasti mau n mau dan mau lagi....."
501,sy di omelin istri tetap masih ngemil NABATI ...kaya anak keciltua muda tetap NABATI
502,Kesukaan keluargaku produk Nabati
503,Restu Mas Aji makan nabati meriah
504,Makanan kesukaan jagoan2ku
505,"Biskuit yang jadi andalan keluarga ku, aku suami dan anak anak semua suka. Suasana makin hangat saat kumpul keluarga di temani biskuit nabati."
506,Keju...= ....nabati *****
507,"Nabati tuh emang enak bgt wafernya, pasta coklat,pasta keju, apalagi skrg ada yg baru nabati white aduuhhh bikin ketagiihaaannnn... Sukses terus nabatiii"
508,Cocok untuk menemani cuaca hujan seperti sekarang ini
509,Sudah gak bisa di ungkapkan dengan kata2..Intinya I love you Nabati�������
510,Cemilan favorit di rumah
511,Pokoe inukkk lah pengen teruss
512,nabati meriah bulan april
513,72f6Lo5k*4 nbt kudus
514,Ngemil richoco paling sukak..Coklatx kerasaa banget
515,"Nabati cemilan enak yg sllu temani hari""ku dikala santai... Resep pisan euyyy ��"
516,Nabati waper cokLAt yg ku suka...
517,"Tiap jajan ke warung, toko, minimarket atou supermarket pasti yang dicarinya Nabati. Sueeer...�"
518,Enak bgt bgt bgt.. Kesukaan keluargaku.
519,mendapatkan kode dari nabati indonesiaapkah saya bisa memenangkan hadiahnya
520,6XF9Y14*R7 INI KODE UNIK
521,Wafer sehat dan nikmat
522,samosir batak yang ku sayang
523,"Wafer keluarga saya,,Renyah, enak, mengandung vitamin lagi."
524,Cemilan kesukaan keluargaku
525,"jajanan sikakak tiap hari nih,,, mak sama bapak juga sukak"
526,Nabati snack sehat untuk keluarga sehat kami
527,saya ingin mendapat hadiah juga
528,yess good  nabati 
529,Nabati cemilan sehat
530,"Cemilan favorit anak saya. Dr yg wafer. Choco roll. Smua deh.. tiap hari nyemil nya nabati. Ga bosen2, aplg anak saya ikutan lomba #momentbermainnabati. Alhamdulillah pemenang utama periode 2.. perdana ikutan kuis langsung menang. Makasih ya nabati ���"
531,hadiah meriah indonesia hebat
532,cemilan kesukaan saya & anak ..
533,Yang dicari - cari dan trus d cari
534,Mudah mudahan menang amin
535,saya akan kumpulkan tunggu aja
536,banhak hadiah promo besar
537,"Nikmat,Mantappp....���"
538,Uweeeennnaaakkk'e poooooollllll
539,Temen nonton tv suka
540,adiah.  saya.  belum.    datang
541,Waktu bersama anak&suami itu sangattttt dtunggu...dgn kesibukkan suami kerja pulang mlm..anak sibuk sekolah...mengaji...less...mainnn....pass kumpul bersama cocok ny qt cari suasana berbeda...mnjdi QualityTime tentunya bekal dperjalanan anak jng lupa SnackNabati yg selalu Nahla minta...jd waktu bersama menjadi lebih bermakna.... #waktubersama
542,*f068KX1yM apakah saya mendapat hadiah
543,Ok
544,enaksekalieasanyanabatiib
545,Indah sekali
546,assalamu'alaikum warohmatullah
547,rasane enak sing rasa coklat sing liyane lumayan #nice
